,code,name,image,price,department
6573,1466036,Chefline Aluminium Arabic Pressure Cooker WN 9Ltr,/lulucommercewebservices/v2/medias/1466036-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNTU1MHxpbWFnZS9qcGVnfGltYWdlcy9oNWMvaDg5L2gwMC85MTk5MjY5OTY5OTUwLmpwZ3w3ZWRiZjE4ZGFiMjMyYzJkZGNiY2EzOTFiNGNiMWM4ZjE4YjkzODY1ZjAyOTU3ZWZiMGRmMDQyMDBhYWFjZWQx,99.0,ELECTRONICS
6593,1333861,Pedrini Black Marble Fry Pan 24cm,/lulucommercewebservices/v2/medias/1333861-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNzYwNHxpbWFnZS9qcGVnfGltYWdlcy9oOGIvaGE3LzkxMDYyNDQyMzkzOTAuanBnfDM4MWQ5MmUwY2RkNTJlZDU3MmU1OWFmZjkwZDEyOTQxNmMwNDQ2MjhjNDU4ZmVlY2RlMTNiYTM1OTBiZmI1ZTk,55.0,ELECTRONICS
6613,241,Cosmoplast Water Jug 2.2Ltr Assorted Color,/lulucommercewebservices/v2/medias/241-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w0OTA2NXxpbWFnZS9qcGVnfGltYWdlcy9oNzIvaGM5L2gwMC85MTk0NjIwNzE1MDM4LmpwZ3xlOGVjZWU3NGI0NzZjNDQ1NjllY2QyMTkwZmE1MDNlZmFjYmQ5MWJiZjRmNzk5MzljOGU4YjJkNDVkOTE0MzFk,5.0,ELECTRONICS
6633,1422235,Tramontina Chelsea Fry Pan 22cm + 28cm With Nylon Turner,/lulucommercewebservices/v2/medias/1422235-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNjEyfGltYWdlL2pwZWd8aW1hZ2VzL2g0Ni9oYjkvOTA3NzExMzEyNjk0Mi5qcGd8NWE1MGMxYjQ1MWQzMmI2ZDFlNmExZGEyODc3MWFkNDBmMTBkNWMyYWI2MWI1NzgzZTZhMDZkOTUyODk3YmY5Zg,80.0,ELECTRONICS
6653,893867,UHU Glue Stick 21gm 3+1 PR106,/lulucommercewebservices/v2/medias/893867-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMjcxMXxpbWFnZS9qcGVnfGltYWdlcy9oOGUvaDRlLzkxMjAyNDQ3NjA2MDYuanBnfDhlNDUzYTNkYmQ0ZmUwYTk4YzQ1MTIxMTEyMmRhMWRkOWVmMTZkY2FlNzljY2NkMWEyZGI3MzIzNmUwNDA2NGI,21.0,ELECTRONICS
6673,1338890,Pedrini Ceramic Grill Pan 28cm,/lulucommercewebservices/v2/medias/1338890-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w0NDgzM3xpbWFnZS9qcGVnfGltYWdlcy9oNWEvaDQyLzkxMDY0NDY1NDkwMjIuanBnfDdmZTllMDk0ZTAwNzYxODk0OGFhYjcwMTFjOTczNzAyMTQwYjdjMjIxM2E1NzQ1ZmZkOTk4MDYxMjk1MWVmMDk,47.0,ELECTRONICS
6693,1647317,Prestige Endurance Covered Saucepot 3.8Ltr 20cm + Cast Iron Tawa 25cm,/lulucommercewebservices/v2/medias/1647317-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNzI4OHxpbWFnZS9qcGVnfGltYWdlcy9oOGYvaGE5L2gwMC85Mjk1MDk3MTY3OTAyLmpwZ3xlMjJhNGJhNjNhOTlmMDM4MTc1NmFkMjJlMzI4OGMxMjkwOTk0MmU2NjMzMjYwM2JjYmZmN2E5MDg1MWZmY2I2,167.0,ELECTRONICS
6713,1173286,Pearl Noire Cup & Saucer Set 6pcs,/lulucommercewebservices/v2/medias/1173286-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNDA3MXxpbWFnZS9qcGVnfGltYWdlcy9oOGEvaGNlLzkwOTA3ODA4NTYzNTAuanBnfDkzMjQwYTg2OTkzNmNiOGExNDcwNTJkNWQ4Y2YwYzc1NzY1Nzc2MDQ1MDA2NzlkODc5MDJhNDg2MDk4ZDY2NWQ,19.0,ELECTRONICS
6733,1548918,Berlin Stainless Steel Cooking Pot Gastro 34cm,/lulucommercewebservices/v2/medias/1548918-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxOTU4OHxpbWFnZS9qcGVnfGltYWdlcy9oZmQvaDU1L2gwMC85MTk5MjkzMjM1MjMwLmpwZ3xkNzQxMjE4OGJlZjJhZmJjM2FmZWFkZGQxYjAyM2FjNjViMTJjZWMyOGU3YmMwNDViZmE1NDZmZGIzOWJiMzM4,139.0,ELECTRONICS
6753,1170025,Tefal Expertise Pan Cake C6203872,/lulucommercewebservices/v2/medias/1170025-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNTkyNXxpbWFnZS9qcGVnfGltYWdlcy9oNzUvaGE0LzkwOTA1MjI1MTM0MzguanBnfGQzM2EwMmIwMGJhMjQ2MGU3NDM0N2U1MTkyNjYxNWQ0ZTRjYTRjNzRmNzZjNDYyZjIyNzM1NmUzY2E3Yjk3MWU,156.0,ELECTRONICS
6773,764872,Vinod  Stainless Steel Steamer 3Tier 20cm,/lulucommercewebservices/v2/medias/764872-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDQ1MnxpbWFnZS9qcGVnfGltYWdlcy9oZWEvaGIxLzkxNDg0MzcwMDQzMTguanBnfGVlOGU3MTdkOWQ4M2E1MTIzNmU0MjhkNzM0OGVmMjFiYWYwODI1ZGZkMjdhZjE2NGYwYjlkYmM1ZWI4YjExNWY,45.0,ELECTRONICS
6793,1284074,Premier Stainless Steel Pressure Cooker With Seperator 10Ltr,/lulucommercewebservices/v2/medias/1284074-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMTg5OXxpbWFnZS9qcGVnfGltYWdlcy9oNGQvaGVhLzkxMDQyNzQ0MjM4MzguanBnfDQ4NmY0MjA1MmU3MWM0ZmIxMWEzY2FiZDk5NmQzZGRhNTZjMTFlNWJjNDYwYWUwNzk0OWQ5M2M1ZmI0ODkzMjc,261.5,ELECTRONICS
6813,920064,Black&Decker Food Processor FX400BMG-B5,/lulucommercewebservices/v2/medias/920064-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMTIxMnxpbWFnZS9qcGVnfGltYWdlcy9oY2UvaDIyLzkxNzkzODUwMzY4MzAuanBnfDFkYmUwNWJlOGZkMzMwZjFkY2QyZjNiZjYwZmZkN2ZkNzc0NDllZjM1NjgyOTEyMDc0YjMxYjY2ZTEwMWZmMDM,199.0,ELECTRONICS
6833,1640462,Candy Twin Tub Top Load Washing Machine RTT261WSU 6Kg,/lulucommercewebservices/v2/medias/1640462-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDMzMHxpbWFnZS9qcGVnfGltYWdlcy9oNWEvaDY0L2gwMC85MjkwOTI2NzUxNzc0LmpwZ3xjZjRlNGRhNzM3MDY1ZDRiYWI2Y2RhYzAyMWQyY2U4M2JjM2MwM2M5MWUzZjA3NThjMGM1MTE0YTJkYjliMjA2,499.0,ELECTRONICS
6853,1181363,Neoflam Cube Die-Casted Sauce Pan 18cm Assorted Colors,/lulucommercewebservices/v2/medias/1181363-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMTU0MXxpbWFnZS9qcGVnfGltYWdlcy9oNGQvaDRmLzkwOTExNzUxODY0NjIuanBnfDRiMGIyOTkyZDhjZjUxYjAyMTBiZWQwY2Q3NjM0NTI3YzI0Yjk3Zjk4NDM1OGZmMWM4ZWQ2ZmJmYmQwODM0MzI,99.0,ELECTRONICS
6873,1606759,Chefline Stainless Steel Cookware Set GS-0304 10pcs,/lulucommercewebservices/v2/medias/1606759-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMzY4N3xpbWFnZS9qcGVnfGltYWdlcy9oODgvaDIzL2gwMC85MzE4MjQ3OTU2NTEwLmpwZ3wyY2VhZmE2ODllY2NlYjhiMTZlZmU1NGFkYzA2ZTkwYzgzMjk3OGRmNGRhMTNkMDliZjBjMmViNTIwNjI5NTI5,229.0,ELECTRONICS
6893,1125711,Chefline Aluminium Induction Pressure Cooker 3Ltr,/lulucommercewebservices/v2/medias/1125711-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDA2OHxpbWFnZS9qcGVnfGltYWdlcy9oOGUvaDcxLzkwOTkwMjUyNTIzODIuanBnfGExNWE4ZWEwZGZiZGZjZmUxZmI5ZTUyNDEyOTE1ZTU2YzI5Y2E1MzM5YzkyMzU0MTE2NzFhZjY2NmZhNzk4YmE,83.0,ELECTRONICS
6913,1307256,Pearl Noire Tea Set TY/J12-216G 17pcs,/lulucommercewebservices/v2/medias/1307256-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w0ODc5OHxpbWFnZS9qcGVnfGltYWdlcy9oMDcvaDljL2gwMC85MTk0ODYzNjg5NzU4LmpwZ3xhYjE0MDQ5ZDMyNmVkZWZhNzlhMDZlMWIzZWQxOTA0ZDNiNzAwMDk5YzNmYjg3NjQ1Yzc5ZTc1MzA3NmU5NTNk,104.0,ELECTRONICS
6933,396241,Prestige Hot Plate Tong 8002,/lulucommercewebservices/v2/medias/396241-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMjkxN3xpbWFnZS9qcGVnfGltYWdlcy9oY2MvaDllLzkwODQ1OTc5Mjc5NjYuanBnfDQ4OGE4YWQ5MzQyNTgzZjhhMGYyNzA5N2U2ZGUxNGFhMjQ1YWFmMjA1ZGIzN2JhOTgyMWIzODkzMGRmYTkxODU,20.0,ELECTRONICS
6953,733441,Collonil Shoe Cream Black 50 ml,/lulucommercewebservices/v2/medias/733441-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzODQwfGltYWdlL2pwZWd8aW1hZ2VzL2hmZS9oNjIvOTExNDYyODMyNTQwNi5qcGd8ZTYwMTZkNzNhN2ZjYTIwMmRlYTZjYWNkNzE5ZDU1NTYyNDExMzBiMzg0ZTIzZjkxNmFmMjkxMDMwZDg5N2FmNg,12.9,GROCERY
6973,902121,Prestige Infinity Stock Pot 30cm PR77380,/lulucommercewebservices/v2/medias/902121-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxOTA0MHxpbWFnZS9qcGVnfGltYWdlcy9oYmYvaGExLzkxMjA3MzY3NzIxMjYuanBnfDIzNzhjYzEyYmRjMTAyOWY3N2IyMDljOTllMTM2ODgwYmY4NWEwM2M2YTJhMDJkOTJmMzhkOGM0NjI0Njk0MmQ,167.0,ELECTRONICS
6993,1376412,Lock & Lock Sports Name Tumbler 500ml Assorted Color 1pc,/lulucommercewebservices/v2/medias/1376412-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNTU5NXxpbWFnZS9qcGVnfGltYWdlcy9oMTkvaGRlLzkxODY4NzM3MDQ0NzguanBnfDc0MmE1NmE0YTQyMzZmZGJiZTA3OTc5ZWFlYTMyZWFiYmNjZDkwYzY4MTk5NzQ0NzUzZmEyY2Q0NmIzMDVlMzg,89.0,ELECTRONICS
7013,1317819,Chefline Black Marble Double Side Pan 36cm,/lulucommercewebservices/v2/medias/1317819-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNzQwN3xpbWFnZS9qcGVnfGltYWdlcy9oY2UvaGY5LzkxMDU0NzU4OTUzMjYuanBnfDNjMTMzMzE2NDZmNzA1NGVhNGFjZWJlZjZhOGE1NTJhOGFiNTg5NGNmNDljZDY2YTE3NTk1OTE0YmNiZjE0M2E,89.0,ELECTRONICS
7033,1594509,Lock It Stainless Steel Food Storage 2pcs,/lulucommercewebservices/v2/medias/1594509-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNDA2MXxpbWFnZS9qcGVnfGltYWdlcy9oNGQvaDQ5L2gwMC85MjgwNDMxMTk0MTQyLmpwZ3w5Nzg4MzRiZGY2MmFjMTE5ZjQ0ZTViMGIzZWY0OTNjNmViM2IzZGE0YjgxNTBlNmIzY2U3ODYzYWUzMTcxMWQ1,32.0,ELECTRONICS
7053,1251005,Chefline Stainless Steel Idly Stand Flower 4Plate,/lulucommercewebservices/v2/medias/1251005-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyODEwNHxpbWFnZS9qcGVnfGltYWdlcy9oNTYvaDYxLzkxMDIzMjY4MjQ5OTAuanBnfDBhNDg1YjU3ZDAzMDQ3YmNiNzg2YTRiOTM1NThjNDRhYmUxODYzY2ZmYTE5MDEzZWVlMDlmNGI4YThkMzdhZWQ,41.0,ELECTRONICS
7073,1563240,Luminarc Keep N Box Square with Lid 2pcs 760ml,/lulucommercewebservices/v2/medias/1563240-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMzUwOXxpbWFnZS9qcGVnfGltYWdlcy9oNTMvaDBmL2gwMC85MTg4MzQ4NDI4MzE4LmpwZ3wxNzRjMTQwM2JiMGFjZWM0MWI1NjQ5M2NhOTg0OThhNDg3NmZhMDI1NDM4Yzg5MGYzMzUxMjZhNjVmMWY5YzU2,10.0,ELECTRONICS
7093,1555890,Book Cover Roll 50cmx10m Brown 2Pc,/lulucommercewebservices/v2/medias/1555890-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMzc1NnxpbWFnZS9qcGVnfGltYWdlcy9oNWEvaGM2LzkxODE2MjAzMzg3MTguanBnfDBjNDE2ZjYyN2FmNzlmMjNkMmFhNWFiNmFmYmVlMDE5YTNhNTM2N2RmNWI4MzBhZWJhNDM1YTg1NTk4MDkyNDc,12.5,ELECTRONICS
7113,1004832,Chefline Stainless Steel Top Set + Lid 18cm,/lulucommercewebservices/v2/medias/1004832-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w1MzEzOHxpbWFnZS9qcGVnfGltYWdlcy9oY2IvaDk1L2gwMC85MTk0ODI2Njk0Njg2LmpwZ3xkZmE0NGQ0ODIzZGIyMTc4ZGNlZDcxZWRjM2EzNTI0MWFlMjRhNDgxYTVhMzQ3Y2FjNmY5OTg3NmE3YWY0NGIz,37.0,ELECTRONICS
7133,1089173,Pedrini Aluminium Coffee Maker 6cups,/lulucommercewebservices/v2/medias/1089173-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyODc4MHxpbWFnZS9qcGVnfGltYWdlcy9oYmYvaDAxLzkwOTYyNzg0NDIwMTQuanBnfDhhNWRjZWM0MDRhYTQwMTEzNjcwNDllZmQ1MjUyNDlkMGZiZTNkNjkxNDMwNjc0MDI2YjFmMjJlZjUxNGIwY2E,72.5,ELECTRONICS
7153,599528,Lav Misket Stem Ware 3pcs,/lulucommercewebservices/v2/medias/599528-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDA5MHxpbWFnZS9qcGVnfGltYWdlcy9oZmYvaDEyL2gwMC85MzIwMDc1MDM0NjU0LmpwZ3wyNjEzOTE5M2VlZDIxMDQ2M2M3OWVhNDhkY2FmNzY2ZDFiNmNmMWNhMTFlMWRmN2FkNDE1ZjJjMGM5YTYwYmVi,21.0,ELECTRONICS
7173,569646,Cosmoplast Mop Bucket With Squeezer 429 Assorted Color,/lulucommercewebservices/v2/medias/569646-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w0ODc1fGltYWdlL2pwZWd8aW1hZ2VzL2hmOS9oZTIvOTA3MTE4NzcyMjI3MC5qcGd8YzcwMDdiOWY4YzYyYmFhZDJjNzliMzgwNmVmN2JjM2NlYjRjNGZkODhmYTI5ZDg5YzQ5ZWIwMDMyMWZhOTBiMw,23.0,ELECTRONICS
7193,1549323,Samsung Top Load Washing Machine WA10J5730SG/GU 10.5Kg,/lulucommercewebservices/v2/medias/1549323-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNzA1M3xpbWFnZS9qcGVnfGltYWdlcy9oZTEvaDE3L2gwMC85MzMzMjcxMzk2MzgyLmpwZ3w2YWIzNzcyZDM0MmYyY2U0ZWFhODBkNjZlZGE1MzVkMTI2OTE1MmEwNGZkY2Q5Y2IwZmNiY2ZlNzY2ZTUyNmI3,1784.0,ELECTRONICS
7213,1616783,Toshiba Front Load Washing Machine TW-H90S2A 8Kg,/lulucommercewebservices/v2/medias/1616783-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzNDI5OXxpbWFnZS9qcGVnfGltYWdlcy9oY2YvaDI0L2gwMC85MjkxODYyMjc4MTc0LmpwZ3w4ZDU0MTc5MDk0ZDZlZjg1OTU2MTkzNTEyOTFiMWIxNTcwOTYwNTdkZGJhZDRlZDBhMzU2OTg5MWRkMTIxNjIx,1649.0,ELECTRONICS
7233,938365,Car Care Carnauba Wash & Wax 00095 1Ltr,/lulucommercewebservices/v2/medias/938365-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDgyM3xpbWFnZS9qcGVnfGltYWdlcy9oN2IvaGFkL2gwMC85MzYzODk3MTIyODQ2LmpwZ3w4ZDRmYTUwMDQ5YjZiODEyYmM1YjU5M2MzNTg5MTMyNGQ2OGYzMmFjODhiOTU0ZjkwNTliZGUxY2M2NjRkYmFk,21.0,ELECTRONICS
7253,1416538,Samsung Front Load Washing Machine WW90M64FOPO/GU 9Kg,/lulucommercewebservices/v2/medias/1416538-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMzMwOXxpbWFnZS9qcGVnfGltYWdlcy9oYzQvaGNlLzkwNzY4NjI3MTM4ODYuanBnfGQ3NDBkNWE1MDM5ODUzY2ZmNWVmZDcwMjhkODA2ZGNlYzUyNDFiYjVhMTg4MmMwMGI3NGQ4NTU0ZWRlMTEwYWE,3999.0,ELECTRONICS
7273,1637181,Luminarc Water Set 7pc Allium,/lulucommercewebservices/v2/medias/1637181-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wzNzY4fGltYWdlL2pwZWd8aW1hZ2VzL2g4Zi9oYzkvaDAwLzkyNzc2NjQ1OTE5MDIuanBnfDExMjQzYjI4ZDM0YTFmZjk3OGZjMjg2ZGY2ZDg1MTgwZTBkZTBiYTk1ZWExNjI2YTY5ODNjYzAzY2I2NDNkNDc,25.0,ELECTRONICS
7293,1704455,CAT Mobile S61 Black,/lulucommercewebservices/v2/medias/1704455-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDI1MXxpbWFnZS9qcGVnfGltYWdlcy9oZmEvaDc5L2gwMC85NDU2NTU3NDkwMjA2LmpwZ3xhZGIxMTU1MTgxNGZkOGZiYTBmYWNlNTMyNTE3NDQxZmY1ZDM0ZjQ2NzcyMWUwMjQzOGZmNzQyN2ZkMjBiOGZh,2749.0,ELECTRONICS
7313,1344691,D-Link 4G/LTE Mobile Router DWR932CG,/lulucommercewebservices/v2/medias/1344691-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMzU2OHxpbWFnZS9qcGVnfGltYWdlcy9oNzUvaGE4LzkxMDY2NDc5MDgzODIuanBnfGY1ZDYwMTEzYjBjNmM5YjExZTQyYzZhNmU1ZDE2Mjc5NjFkYjcyNjIwYzBlNDc3ODRkNDJjNTRiM2Q2YzdlNmE,229.0,ELECTRONICS
7333,1602604,Philips Power Bank 10000mAh DLP6710CV Lithium Blue,/lulucommercewebservices/v2/medias/1602604-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNDU5NXxpbWFnZS9qcGVnfGltYWdlcy9oZWUvaDE4L2gwMC85MjkwNjkxNDExOTk4LmpwZ3xiYThlNWIxZjNjOWQyM2YxNjZiOTk3OTNjNjcyMGRiZDE2MGE0ZWNkZTE3ZGYxNmZmMTdlYTVmYWZjMTU1ZmIw,199.0,ELECTRONICS
7353,1619337,Samsung Galaxy Note10+ Leather Case VN975 Black,/lulucommercewebservices/v2/medias/1619337-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDQxfGltYWdlL2pwZWd8aW1hZ2VzL2hlNC9oOGIvaDAwLzkyNTEzNzY1OTQ5NzQuanBnfDBjZjJiYmQxNTliNzU0YjEwNWE1NTg1NGFkZjBiNTBmNGVkMGEzNjE5N2UwNjFmNmIxNTg0ZGZkYWU2NzRiZjE,179.0,ELECTRONICS
7373,1344672,Energizer Multi Wall Charger ACW2BUKHMC3 White,/lulucommercewebservices/v2/medias/1344672-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMTI5OHxpbWFnZS9qcGVnfGltYWdlcy9oMzgvaGNlL2gwMC85MzkzMTEzNjI4NzAyLmpwZ3w3OGE5MmI5NWNiYjgxMGQ5OTQ0MTQ2YWJkNDY1NTZmZmQ0ZDA4NDJmOTgwNjAxNmFkYzcxOGM1MTIxYmY4NTNk,39.0,ELECTRONICS
7393,1630788,iPhone 11 Pro Leather Folio MX062ZM Black,/lulucommercewebservices/v2/medias/1630788-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNDUxMXxpbWFnZS9qcGVnfGltYWdlcy9oNzEvaDQ0L2gwMC85MzA2MzUxODk0NTU4LmpwZ3w1YzU2ZjM2N2Q0Y2UwNzM0YWUwOWMyMzc1OGE3Y2YxMTY0ZTEyMDM3ZTE2NTU3MDY5MTEzNWQ2NWJjZDA0NTY2,549.0,ELECTRONICS
7413,1569287,MI Selfie Stick Tripod XMZPG01,/lulucommercewebservices/v2/medias/1569287-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMTIzM3xpbWFnZS9qcGVnfGltYWdlcy9oMjgvaGNjL2gwMC85MzM0MjAwNzYyMzk4LmpwZ3xjZDFiY2E2YzM1Mzg1Mjg4OTc3ZmY0YjliYjc1NDFhNDZjODJkZDIzNWZhMjZiNGYwZGEyMDMxZTE0ODJkM2Ix,104.0,ELECTRONICS
7433,1433183,Anker SoundBuds Wired In-Ear Mono Earphone Black,/lulucommercewebservices/v2/medias/1433183-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNDA2MXxpbWFnZS9qcGVnfGltYWdlcy9oYjEvaGRmL2gwMC85MzMzMjkzMDU2MDMwLmpwZ3w2MjJmYzI1N2ExMzMxOGY4YmQ5ODRlNzc2ZDQ0MjlmOWRkN2UxYjkyNTk3NTVmYWE0OTEyMzJmMDc0NDU4Njk0,20.0,ELECTRONICS
7453,1345847,Nova Bluetooth  Ear buds BH140+10000mAh,/lulucommercewebservices/v2/medias/1345847-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNDg3MnxpbWFnZS9qcGVnfGltYWdlcy9oYjUvaDA1LzkxMDY2OTU2ODQxMjYuanBnfDY0NzA1N2Q5NWY1OTVlM2QxYWY5ZjdhNTUyZDgzMjhjNTU3Mjk0NDIzMzY4MjhlZjJjMGRkMzExNDhmYmFiZWI,169.0,ELECTRONICS
7473,1159856,Trands Type M to USB3.0 A Female Convert Adaptor TRCA645,/lulucommercewebservices/v2/medias/1159856-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNjg4NnxpbWFnZS9qcGVnfGltYWdlcy9oOTMvaGVmLzkwODk5MTgyMDU5ODIuanBnfDI4ZDA2NjcyZjYxZGI4NDgwNjFmZjZlMmU0MzY5MDk3ODYyODgyZTNjYjU5OWFjYzFiMzEwOWNhNzQ4YzMxNDk,49.0,ELECTRONICS
7493,1231789,Belkin Lightning USB Cable F8J023BT2M 2M,/lulucommercewebservices/v2/medias/1231789-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxMTEwOHxpbWFnZS9qcGVnfGltYWdlcy9oNGMvaDNkLzkxNzY5MTMzNzkzNTguanBnfDRmZTRhNDdkMjdiY2ZjOWIyNDgxZDcwYWFiZDEzMTVmOTkwNGJmNmQzZGNjMmEzYjJkOTllNDBhNzcxOGFmYTY,49.0,ELECTRONICS
7513,1497427,Apple iPhone XS Max Silicone Case Blue Horizon,/lulucommercewebservices/v2/medias/1497427-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNTMyMXxpbWFnZS9qcGVnfGltYWdlcy9oZTMvaGUwLzkxODAxNTA2MjgzODIuanBnfGU3YzRiNTNkYTdiODgzODFmY2UzNjliZjM5MzJmODExZTRhOGIwNWU3YjNmODcyMzU5ZjQwMTFjYjhjZTM2OGQ,143.5,ELECTRONICS
7533,1006727,Belkin USB Wall Charger F8J052UK Assorted,/lulucommercewebservices/v2/medias/1006727-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNTAzOXxpbWFnZS9qcGVnfGltYWdlcy9oZDIvaDUxLzkwNzI4ODk0OTU1ODIuanBnfGIwYjM5ZDliNmZmYmUwNTZjYTZjY2Y0NmVkMjdkZGYzZjQ5ZjJlM2UwZDk1YzZiNjlmYWE5ZDc3NDBlOWQ3NmI,72.5,ELECTRONICS
7553,991258,Trands Aux Cable TRCA208,/lulucommercewebservices/v2/medias/991258-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyMDMwOXxpbWFnZS9qcGVnfGltYWdlcy9oYmIvaGE1LzkxMjYzNzkwNjEyNzguanBnfDc1NTM2ODVjMTBlMWExOWMyZDNjZjdjNmY4OGFkYzU5MDA3Y2QyODhhMDA1ZDVmMmYwN2E3Nzg1ZDY4MGVhMGE,15.0,ELECTRONICS
7573,1153679,Hoco Car Charger UC204,/lulucommercewebservices/v2/medias/1153679-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wyNzIwfGltYWdlL2pwZWd8aW1hZ2VzL2g0YS9oYTYvOTA4OTUzNDg1MzE1MC5qcGd8MTg2MWVkNWNlM2NjOGViMjRmNTBhMmIyNDZjYzI5MjUwOWNmZTY5MjE2M2Y4YWQyMWE1MDQwMjU1NGU3OWQ3ZQ,55.7,ELECTRONICS
7593,1553628,Samsung Galaxy S10 Plus Protective stand Cover Silver RG975CS,/lulucommercewebservices/v2/medias/1553628-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxOTAxfGltYWdlL2pwZWd8aW1hZ2VzL2hhZi9oNmEvOTE4NDU2NjQ0NDA2Mi5qcGd8ZGZiYWUzY2ZmNTJkZjY3ZGY0YjE1NTdlZTM5MzJiNDRjYTVkYzhmMGY4Y2E5YzgxM2Y0MGU3ZjdhODNiNjBjMw,129.0,ELECTRONICS
7613,1680209,Samsung Galaxy Buds Plus (SM-R175N) White,/lulucommercewebservices/v2/medias/1680209-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNjE2MHxpbWFnZS9qcGVnfGltYWdlcy9oNzAvaDNkL2gwMC85MzY5NTY4OTAzMTk4LmpwZ3w2MmMwMjUwNDllYzUxODIxYzgzMjIzYjNjYzFiMmVlNzUyNmMzNmEyZWViOWNjNjljY2E5MDg0OWFlODAxYzll,529.0,ELECTRONICS
7633,1421111,X-Cell  Wireless Power Bank10000mAh PC10201 Assorted Color,/lulucommercewebservices/v2/medias/1421111-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3w1MDQ4NHxpbWFnZS9qcGVnfGltYWdlcy9oOTYvaDdkLzkxNjMyMDc0NDI0NjIuanBnfGYxZTc4MWFkZGFmYjJmMGU3ZTJmNDM5MGM3MzA4ZjMyNThlZjRhYTUyZDZhY2E5ZGY2MjBhNmExMzdiOTRkYTM,69.0,ELECTRONICS
7653,1631272,Jabra Bluetooth Headset BT2047,/lulucommercewebservices/v2/medias/1631272-01.jpg-96Wx96H?context=bWFzdGVyfGltYWdlc3wxNTg5MnxpbWFnZS9qcGVnfGltYWdlcy9oMzEvaGFlL2gwMC85MjY5MjU4MzIxOTUwLmpwZ3w0MzRkZWIyNzg1ZTQ3ZTM3Y2YyZDMwNzQ0ZTMxZTI3MzY1ODRjZDYwNzFjM2ZlYWI1NWFlMzNlOTlkMTIzMjUw,39.0,ELECTRONICS
